won,total_runs,wickets,target,balls_left,overs_left,wickets_in_hand,current_run_rate,required_runs,required_run_rate,run_rate_diff,resources_proxy,req_per_ball,is_powerplay,is_middle_overs,is_death_overs,tight_chase,rrr_over_wickets,rr_diff_times_wi,crr_over_wickets
1,57.0,2.0,125,83.0,13.833333333333334,8.0,9.243243243243242,68.0,4.9156626506024095,4.327580592640833,110.66666666666667,0.8192771084337349,0,1,0,0,0.6144578313253012,34.62064474112666,1.1554054054054053
1,58.0,2.0,125,83.0,13.833333333333334,8.0,9.405405405405405,67.0,4.843373493975903,4.562031911429502,110.66666666666667,0.8072289156626506,0,1,0,0,0.6054216867469879,36.496255291436015,1.1756756756756757
1,59.0,2.0,125,82.0,13.666666666666666,8.0,9.31578947368421,66.0,4.829268292682927,4.486521181001284,109.33333333333333,0.8048780487804879,0,1,0,0,0.6036585365853658,35.89216944801027,1.1644736842105263
1,60.0,2.0,125,81.0,13.5,8.0,9.23076923076923,65.0,4.814814814814815,4.415954415954415,108.0,0.8024691358024691,0,1,0,0,0.6018518518518519,35.32763532763532,1.1538461538461537
1,62.0,2.0,125,80.0,13.333333333333334,8.0,9.299999999999999,63.0,4.725,4.574999999999999,106.66666666666667,0.7875,0,1,0,0,0.590625,36.599999999999994,1.1624999999999999
1,62.0,2.0,125,79.0,13.166666666666666,8.0,9.073170731707318,63.0,4.784810126582279,4.288360605125039,105.33333333333333,0.7974683544303798,0,1,0,0,0.5981012658227849,34.30688484100031,1.1341463414634148
1,62.0,2.0,125,78.0,13.0,8.0,8.857142857142858,63.0,4.846153846153846,4.010989010989012,104.0,0.8076923076923077,0,1,0,0,0.6057692307692307,32.087912087912095,1.1071428571428572
1,62.0,2.0,125,77.0,12.833333333333334,8.0,8.651162790697674,63.0,4.909090909090909,3.7420718816067646,102.66666666666667,0.8181818181818182,0,1,0,0,0.6136363636363636,29.936575052854117,1.0813953488372092
1,62.0,2.0,125,76.0,12.666666666666666,8.0,8.454545454545455,63.0,4.973684210526316,3.480861244019139,101.33333333333333,0.8289473684210527,0,1,0,0,0.6217105263157895,27.846889952153113,1.0568181818181819
1,66.0,2.0,125,75.0,12.5,8.0,8.8,59.0,4.72,4.080000000000001,100.0,0.7866666666666666,0,1,0,0,0.59,32.64000000000001,1.1
1,72.0,2.0,125,74.0,12.333333333333334,8.0,9.391304347826086,53.0,4.297297297297297,5.094007050528789,98.66666666666667,0.7162162162162162,0,1,0,0,0.5371621621621622,40.75205640423031,1.1739130434782608
1,76.0,2.0,125,73.0,12.166666666666666,8.0,9.702127659574469,49.0,4.027397260273973,5.674730399300496,97.33333333333333,0.6712328767123288,0,1,0,0,0.5034246575342466,45.39784319440397,1.2127659574468086
1,77.0,2.0,125,72.0,12.0,8.0,9.625,48.0,4.0,5.625,96.0,0.6666666666666666,0,1,0,0,0.5,45.0,1.203125
1,77.0,2.0,125,71.0,11.833333333333334,8.0,9.428571428571429,48.0,4.056338028169014,5.372233400402415,94.66666666666667,0.676056338028169,0,1,0,0,0.5070422535211268,42.97786720321932,1.1785714285714286
1,77.0,2.0,125,70.0,11.666666666666666,8.0,9.24,48.0,4.114285714285715,5.1257142857142854,93.33333333333333,0.6857142857142857,0,1,0,0,0.5142857142857143,41.005714285714284,1.155
1,77.0,2.0,125,69.0,11.5,8.0,9.058823529411764,48.0,4.173913043478261,4.884910485933504,92.0,0.6956521739130435,0,1,0,0,0.5217391304347826,39.07928388746803,1.1323529411764706
1,77.0,2.0,125,68.0,11.333333333333334,8.0,8.884615384615385,48.0,4.235294117647059,4.649321266968326,90.66666666666667,0.7058823529411765,0,1,0,0,0.5294117647058824,37.19457013574661,1.1105769230769231
1,77.0,2.0,125,67.0,11.166666666666666,8.0,8.716981132075471,48.0,4.298507462686567,4.418473669388904,89.33333333333333,0.7164179104477612,0,1,0,0,0.5373134328358209,35.34778935511123,1.0896226415094339
1,78.0,2.0,125,66.0,11.0,8.0,8.666666666666666,47.0,4.2727272727272725,4.393939393939394,88.0,0.7121212121212122,0,1,0,0,0.5340909090909091,35.15151515151515,1.0833333333333333
1,79.0,2.0,125,65.0,10.833333333333334,8.0,8.618181818181819,46.0,4.246153846153846,4.372027972027973,86.66666666666667,0.7076923076923077,0,1,0,0,0.5307692307692308,34.97622377622378,1.0772727272727274
1,80.0,2.0,125,64.0,10.666666666666666,8.0,8.571428571428571,45.0,4.21875,4.352678571428571,85.33333333333333,0.703125,0,1,0,0,0.52734375,34.82142857142857,1.0714285714285714
1,81.0,2.0,125,63.0,10.5,8.0,8.526315789473685,44.0,4.190476190476191,4.335839598997494,84.0,0.6984126984126984,0,1,0,0,0.5238095238095238,34.686716791979954,1.0657894736842106
1,82.0,2.0,125,62.0,10.333333333333334,8.0,8.482758620689655,43.0,4.161290322580645,4.32146829810901,82.66666666666667,0.6935483870967742,0,1,0,0,0.5201612903225806,34.57174638487208,1.0603448275862069
1,82.0,2.0,125,61.0,10.166666666666666,8.0,8.338983050847457,43.0,4.229508196721311,4.109474854126145,81.33333333333333,0.7049180327868853,0,1,0,0,0.5286885245901639,32.87579883300916,1.042372881355932
1,82.0,2.0,125,60.0,10.0,8.0,8.2,43.0,4.3,3.8999999999999995,80.0,0.7166666666666667,0,1,0,0,0.5375,31.199999999999996,1.025
1,82.0,2.0,125,59.0,9.833333333333334,8.0,8.065573770491804,43.0,4.372881355932203,3.692692414559601,78.66666666666667,0.7288135593220338,0,1,0,0,0.5466101694915254,29.541539316476808,1.0081967213114755
1,82.0,2.0,125,58.0,9.666666666666666,8.0,7.935483870967741,43.0,4.448275862068966,3.487208008898775,77.33333333333333,0.7413793103448276,0,1,0,0,0.5560344827586208,27.8976640711902,0.9919354838709676
1,84.0,2.0,125,57.0,9.5,8.0,8.0,41.0,4.315789473684211,3.6842105263157894,76.0,0.7192982456140351,0,1,0,0,0.5394736842105263,29.473684210526315,1.0
1,86.0,2.0,125,56.0,9.333333333333334,8.0,8.0625,39.0,4.178571428571428,3.883928571428572,74.66666666666667,0.6964285714285714,0,1,0,0,0.5223214285714285,31.071428571428577,1.0078125
1,87.0,2.0,125,55.0,9.166666666666666,8.0,8.03076923076923,38.0,4.1454545454545455,3.885314685314685,73.33333333333333,0.6909090909090909,0,1,0,0,0.5181818181818182,31.08251748251748,1.0038461538461538
1,91.0,2.0,125,54.0,9.0,8.0,8.272727272727273,34.0,3.7777777777777777,4.494949494949496,72.0,0.6296296296296297,0,1,0,0,0.4722222222222222,35.959595959595966,1.0340909090909092
1,92.0,2.0,125,53.0,8.833333333333334,8.0,8.238805970149254,33.0,3.735849056603773,4.502956913545481,70.66666666666667,0.6226415094339622,0,1,0,0,0.46698113207547165,36.02365530836385,1.0298507462686568
1,93.0,2.0,125,52.0,8.666666666666666,8.0,8.205882352941176,32.0,3.6923076923076925,4.513574660633483,69.33333333333333,0.6153846153846154,0,1,0,0,0.46153846153846156,36.108597285067866,1.025735294117647
1,93.0,2.0,125,51.0,8.5,8.0,8.08695652173913,32.0,3.764705882352941,4.32225063938619,68.0,0.6274509803921569,0,1,0,0,0.47058823529411764,34.57800511508952,1.0108695652173914
1,94.0,2.0,125,50.0,8.333333333333334,8.0,8.057142857142857,31.0,3.7199999999999998,4.337142857142857,66.66666666666667,0.62,0,1,0,0,0.46499999999999997,34.69714285714286,1.0071428571428571
1,95.0,2.0,125,49.0,8.166666666666666,8.0,8.028169014084506,30.0,3.673469387755102,4.354699626329404,65.33333333333333,0.6122448979591837,0,1,0,0,0.45918367346938777,34.837597010635236,1.0035211267605633
1,99.0,2.0,125,48.0,8.0,8.0,8.25,26.0,3.25,5.0,64.0,0.5416666666666666,0,1,0,0,0.40625,40.0,1.03125
1,100.0,2.0,125,47.0,7.833333333333333,8.0,8.219178082191782,25.0,3.1914893617021276,5.027688720489654,62.666666666666664,0.5319148936170213,0,1,0,0,0.39893617021276595,40.22150976391723,1.0273972602739727
1,100.0,2.0,125,46.0,7.666666666666667,8.0,8.108108108108107,25.0,3.260869565217391,4.847238542890716,61.333333333333336,0.5434782608695652,0,1,0,0,0.4076086956521739,38.77790834312573,1.0135135135135134
1,106.0,2.0,125,45.0,7.5,8.0,8.48,19.0,2.533333333333333,5.946666666666667,60.0,0.4222222222222222,0,1,0,0,0.31666666666666665,47.57333333333334,1.06
1,107.0,2.0,125,44.0,7.333333333333333,8.0,8.447368421052632,18.0,2.4545454545454546,5.992822966507177,58.666666666666664,0.4090909090909091,0,1,0,0,0.3068181818181818,47.942583732057415,1.055921052631579
1,111.0,2.0,125,43.0,7.166666666666667,8.0,8.64935064935065,14.0,1.9534883720930232,6.695862277257627,57.333333333333336,0.32558139534883723,0,1,0,0,0.2441860465116279,53.56689821806101,1.0811688311688312
1,111.0,2.0,125,42.0,7.0,8.0,8.538461538461538,14.0,2.0,6.538461538461538,56.0,0.3333333333333333,0,1,0,0,0.25,52.30769230769231,1.0673076923076923
1,111.0,2.0,125,41.0,6.833333333333333,8.0,8.430379746835444,14.0,2.048780487804878,6.3815992590305655,54.666666666666664,0.34146341463414637,0,1,0,0,0.25609756097560976,51.052794072244524,1.0537974683544304
1,112.0,2.0,125,40.0,6.666666666666667,8.0,8.4,13.0,1.95,6.45,53.333333333333336,0.325,0,1,0,0,0.24375,51.6,1.05
1,113.0,2.0,125,39.0,6.5,8.0,8.37037037037037,12.0,1.8461538461538463,6.5242165242165235,52.0,0.3076923076923077,0,1,0,0,0.23076923076923078,52.19373219373219,1.0462962962962963
1,113.0,3.0,125,38.0,6.333333333333333,7.0,8.26829268292683,12.0,1.8947368421052633,6.373555840821567,44.33333333333333,0.3157894736842105,0,1,0,0,0.27067669172932335,44.61489088575097,1.181184668989547
1,113.0,3.0,125,37.0,6.166666666666667,7.0,8.168674698795181,12.0,1.9459459459459458,6.222728752849235,43.16666666666667,0.32432432432432434,0,1,0,0,0.277992277992278,43.55910126994465,1.1669535283993115
1,113.0,3.0,125,36.0,6.0,7.0,8.071428571428571,12.0,2.0,6.071428571428571,42.0,0.3333333333333333,0,1,0,0,0.2857142857142857,42.5,1.153061224489796
1,113.0,3.0,125,35.0,5.833333333333333,7.0,7.976470588235294,12.0,2.0571428571428574,5.919327731092437,40.83333333333333,0.34285714285714286,0,1,0,0,0.2938775510204082,41.43529411764706,1.1394957983193277
1,117.0,3.0,125,34.0,5.666666666666667,7.0,8.162790697674419,8.0,1.4117647058823528,6.751025991792066,39.66666666666667,0.23529411764705882,0,1,0,0,0.20168067226890754,47.25718194254446,1.1661129568106312
1,117.0,3.0,125,33.0,5.5,7.0,8.068965517241379,8.0,1.4545454545454546,6.614420062695924,38.5,0.24242424242424243,0,1,0,0,0.2077922077922078,46.300940438871464,1.1527093596059113
1,117.0,3.0,125,32.0,5.333333333333333,7.0,7.9772727272727275,8.0,1.5,6.4772727272727275,37.33333333333333,0.25,0,1,0,0,0.21428571428571427,45.34090909090909,1.1396103896103897
1,118.0,3.0,125,31.0,5.166666666666667,7.0,7.955056179775281,7.0,1.3548387096774193,6.600217470097862,36.16666666666667,0.22580645161290322,0,1,0,0,0.1935483870967742,46.201522290685034,1.1364365971107544
1,118.0,3.0,125,30.0,5.0,7.0,7.866666666666666,7.0,1.4,6.466666666666667,35.0,0.23333333333333334,0,1,0,0,0.19999999999999998,45.266666666666666,1.1238095238095238
1,119.0,3.0,125,29.0,4.833333333333333,7.0,7.846153846153847,6.0,1.2413793103448276,6.604774535809019,33.83333333333333,0.20689655172413793,0,0,1,0,0.17733990147783252,46.23342175066313,1.120879120879121
1,125.0,3.0,125,28.0,4.666666666666667,7.0,8.152173913043478,0.0,0.0,8.152173913043478,32.66666666666667,0.0,0,0,1,0,0.0,57.06521739130435,1.1645962732919255
1,125.0,3.0,125,27.0,4.5,7.0,8.064516129032258,0.0,0.0,8.064516129032258,31.5,0.0,0,0,1,0,0.0,56.45161290322581,1.152073732718894
1,125.0,3.0,125,26.0,4.333333333333333,7.0,7.9787234042553195,0.0,0.0,7.9787234042553195,30.333333333333332,0.0,0,0,1,0,0.0,55.851063829787236,1.1398176291793314
1,131.0,3.0,125,25.0,4.166666666666667,7.0,8.273684210526316,0.0,0.0,8.273684210526316,29.166666666666668,0.0,0,0,1,0,0.0,57.915789473684214,1.1819548872180452
0,0.0,0.0,145,119.0,19.833333333333332,10.0,0.0,145.0,7.3109243697479,-7.3109243697479,198.33333333333331,1.218487394957983,1,0,0,0,0.73109243697479,-73.109243697479,0.0
0,1.0,0.0,145,118.0,19.666666666666668,10.0,3.0,144.0,7.322033898305084,-4.322033898305084,196.66666666666669,1.2203389830508475,1,0,0,0,0.7322033898305084,-43.22033898305084,0.3
0,5.0,0.0,145,117.0,19.5,10.0,10.0,140.0,7.17948717948718,2.8205128205128203,195.0,1.1965811965811965,1,0,0,0,0.717948717948718,28.205128205128204,1.0
0,9.0,0.0,145,116.0,19.333333333333332,10.0,13.5,136.0,7.03448275862069,6.46551724137931,193.33333333333331,1.1724137931034482,1,0,0,0,0.703448275862069,64.6551724137931,1.35
0,9.0,1.0,145,115.0,19.166666666666668,9.0,10.799999999999999,136.0,7.095652173913043,3.7043478260869556,172.5,1.182608695652174,1,0,0,0,0.7884057971014493,33.339130434782604,1.2
0,14.0,1.0,145,114.0,19.0,9.0,14.0,131.0,6.894736842105263,7.105263157894737,171.0,1.1491228070175439,1,0,0,0,0.7660818713450293,63.94736842105264,1.5555555555555556
0,14.0,1.0,145,113.0,18.833333333333332,9.0,12.0,131.0,6.955752212389381,5.044247787610619,169.5,1.1592920353982301,1,0,0,0,0.7728613569321534,45.398230088495566,1.3333333333333333
0,14.0,1.0,145,113.0,18.833333333333332,9.0,12.0,131.0,6.955752212389381,5.044247787610619,169.5,1.1592920353982301,1,0,0,0,0.7728613569321534,45.398230088495566,1.3333333333333333
0,18.0,1.0,145,112.0,18.666666666666668,9.0,13.5,127.0,6.803571428571428,6.696428571428572,168.0,1.1339285714285714,1,0,0,0,0.7559523809523809,60.267857142857146,1.5
0,18.0,1.0,145,111.0,18.5,9.0,12.0,127.0,6.864864864864865,5.135135135135135,166.5,1.1441441441441442,1,0,0,0,0.7627627627627628,46.21621621621622,1.3333333333333333
0,18.0,1.0,145,110.0,18.333333333333332,9.0,10.799999999999999,127.0,6.927272727272728,3.8727272727272712,165.0,1.1545454545454545,1,0,0,0,0.7696969696969698,34.854545454545445,1.2
0,22.0,1.0,145,109.0,18.166666666666668,9.0,12.0,123.0,6.770642201834862,5.229357798165138,163.5,1.128440366972477,1,0,0,0,0.7522935779816513,47.06422018348624,1.3333333333333333
0,26.0,1.0,145,108.0,18.0,9.0,13.0,119.0,6.611111111111111,6.388888888888889,162.0,1.1018518518518519,1,0,0,0,0.7345679012345678,57.5,1.4444444444444444
0,27.0,1.0,145,107.0,17.833333333333332,9.0,12.461538461538462,118.0,6.616822429906542,5.844716031631919,160.5,1.102803738317757,1,0,0,0,0.7352024922118381,52.60244428468727,1.3846153846153846
0,27.0,1.0,145,106.0,17.666666666666668,9.0,11.571428571428571,118.0,6.679245283018868,4.892183288409703,159.0,1.1132075471698113,1,0,0,0,0.7421383647798742,44.02964959568733,1.2857142857142856
0,27.0,1.0,145,105.0,17.5,9.0,10.8,118.0,6.742857142857143,4.057142857142858,157.5,1.1238095238095238,1,0,0,0,0.7492063492063492,36.51428571428572,1.2000000000000002
0,27.0,1.0,145,104.0,17.333333333333332,9.0,10.125,118.0,6.807692307692308,3.3173076923076916,156.0,1.1346153846153846,1,0,0,0,0.7564102564102565,29.855769230769226,1.125
0,27.0,1.0,145,103.0,17.166666666666668,9.0,9.529411764705882,118.0,6.87378640776699,2.6556253569388923,154.5,1.145631067961165,1,0,0,0,0.7637540453074433,23.90062821245003,1.0588235294117647
0,27.0,1.0,145,102.0,17.0,9.0,9.0,118.0,6.9411764705882355,2.0588235294117645,153.0,1.1568627450980393,1,0,0,0,0.7712418300653595,18.52941176470588,1.0
0,27.0,1.0,145,101.0,16.833333333333332,9.0,8.526315789473685,118.0,7.009900990099011,1.5164147993746742,151.5,1.1683168316831682,1,0,0,0,0.778877887788779,13.647733194372067,0.9473684210526316
0,27.0,1.0,145,101.0,16.833333333333332,9.0,8.526315789473685,118.0,7.009900990099011,1.5164147993746742,151.5,1.1683168316831682,1,0,0,0,0.778877887788779,13.647733194372067,0.9473684210526316
0,28.0,1.0,145,100.0,16.666666666666668,9.0,8.4,117.0,7.02,1.3800000000000008,150.0,1.17,1,0,0,0,0.7799999999999999,12.420000000000007,0.9333333333333333
0,29.0,1.0,145,99.0,16.5,9.0,8.285714285714286,116.0,7.03030303030303,1.2554112554112562,148.5,1.1717171717171717,1,0,0,0,0.7811447811447811,11.298701298701307,0.9206349206349207
0,30.0,1.0,145,98.0,16.333333333333332,9.0,8.181818181818182,115.0,7.040816326530613,1.141001855287569,147.0,1.1734693877551021,1,0,0,0,0.7823129251700681,10.269016697588121,0.9090909090909091
0,30.0,2.0,145,97.0,16.166666666666668,8.0,7.826086956521739,115.0,7.11340206185567,0.7126848946660695,129.33333333333334,1.1855670103092784,1,0,0,0,0.8891752577319587,5.701479157328556,0.9782608695652174
0,30.0,2.0,145,96.0,16.0,8.0,7.5,115.0,7.1875,0.3125,128.0,1.1979166666666667,1,0,0,0,0.8984375,2.5,0.9375
0,30.0,2.0,145,95.0,15.833333333333334,8.0,7.199999999999999,115.0,7.263157894736842,-0.0631578947368423,126.66666666666667,1.2105263157894737,1,0,0,0,0.9078947368421052,-0.5052631578947384,0.8999999999999999
0,30.0,2.0,145,94.0,15.666666666666666,8.0,6.923076923076923,115.0,7.340425531914894,-0.41734860883797076,125.33333333333333,1.2234042553191489,1,0,0,0,0.9175531914893618,-3.338788870703766,0.8653846153846154
0,30.0,2.0,145,95.0,15.833333333333334,8.0,7.199999999999999,115.0,7.263157894736842,-0.0631578947368423,126.66666666666667,1.2105263157894737,1,0,0,0,0.9078947368421052,-0.5052631578947384,0.8999999999999999
0,31.0,2.0,145,94.0,15.666666666666666,8.0,7.153846153846154,114.0,7.276595744680852,-0.12274959083469739,125.33333333333333,1.2127659574468086,1,0,0,0,0.9095744680851064,-0.9819967266775791,0.8942307692307693
0,31.0,2.0,145,93.0,15.5,8.0,6.888888888888889,114.0,7.354838709677419,-0.46594982078852976,124.0,1.2258064516129032,1,0,0,0,0.9193548387096774,-3.727598566308238,0.8611111111111112
0,32.0,2.0,145,92.0,15.333333333333334,8.0,6.857142857142857,113.0,7.369565217391304,-0.512422360248447,122.66666666666667,1.2282608695652173,1,0,0,0,0.921195652173913,-4.099378881987576,0.8571428571428571
0,33.0,2.0,145,91.0,15.166666666666666,8.0,6.8275862068965525,112.0,7.384615384615385,-0.5570291777188325,121.33333333333333,1.2307692307692308,1,0,0,0,0.9230769230769231,-4.45623342175066,0.8534482758620691
0,34.0,2.0,145,90.0,15.0,8.0,6.8,111.0,7.4,-0.6000000000000005,120.0,1.2333333333333334,1,0,0,0,0.925,-4.800000000000004,0.85
0,35.0,2.0,145,89.0,14.833333333333334,8.0,6.774193548387096,110.0,7.415730337078651,-0.6415367886915551,118.66666666666667,1.2359550561797752,1,0,0,0,0.9269662921348314,-5.1322943095324405,0.846774193548387
0,37.0,2.0,145,88.0,14.666666666666666,8.0,6.9375,108.0,7.363636363636364,-0.4261363636363642,117.33333333333333,1.2272727272727273,1,0,0,0,0.9204545454545455,-3.4090909090909136,0.8671875
0,37.0,2.0,145,87.0,14.5,8.0,6.7272727272727275,108.0,7.448275862068965,-0.7210031347962378,116.0,1.2413793103448276,1,0,0,0,0.9310344827586207,-5.768025078369902,0.8409090909090909
0,37.0,3.0,145,86.0,14.333333333333334,7.0,6.529411764705882,108.0,7.534883720930233,-1.0054719562243504,100.33333333333334,1.255813953488372,1,0,0,0,1.0764119601328903,-7.038303693570453,0.9327731092436975
